9.7888	57.14
9.804	58.986
9.8192	60.068
9.8344	60.864
9.8496	61.56
9.8648	63.231
9.88	63.577
9.8952	65.222
9.9104	67.603
9.9256	67.718
9.9408	68.987
9.956	73.239
9.9712	75.138
9.9864	79.529
10.002	83.861
10.017	83.606
10.032	77.843
10.047	62.005
10.062	48.759
10.078	39.55
10.093	34.677
10.108	32.237
10.123	30.797
10.138	30.07
10.154	29.313
10.169	29.134
10.184	29.799
10.199	30.034
10.214	30.73
10.23	31.644
10.245	32.839
10.26	35.677
10.275	38.48
10.29	40.29
10.306	42.904
10.321	43.563
10.336	43.399
10.351	43.281
10.366	45.259
10.382	43.599
10.397	43.371
10.412	40.854
10.427	38.05
10.442	35.961
10.458	33.979
10.473	31.911
10.488	30.492
10.503	29.206
10.518	29.415
10.534	28.748
10.549	28.186
10.564	28.006
10.579	28.591
10.594	28.894
10.61	29.616
10.625	30.8
10.64	31.654
10.655	32.817
10.67	33.631
10.686	33.221
10.701	33.365
10.716	33.92
10.731	34.217
10.746	33.391
10.762	33.848
10.777	33.669
10.792	33.475
10.807	34.153
10.822	33.684
10.838	35.133
10.853	34.587
10.868	35.561
10.883	37.57
10.898	37.375
10.914	38.285
10.929	39.265
10.944	39.683
10.959	40.357
10.974	42.003
10.99	43.973
11.005	44.492
11.02	43.471
11.035	42.84
11.05	40.23
11.066	40.575
11.081	39.219
11.096	40.046
11.111	39.926
11.126	40.369
11.142	42.096
11.157	43.402
11.172	44.227
11.187	44.674
11.202	44.149
11.218	44.014
11.233	44.32
11.248	43.684
11.263	43.722
11.278	43.427
11.294	44.077
11.309	43.812
11.324	42.964
11.339	41.826
11.354	42.399
11.37	41.12
11.385	40.376
11.4	40.311
11.415	41.521
11.43	41.936
11.446	42.527
11.461	42.764
11.476	42.449
11.491	42.384
11.506	42.71
11.522	43.495
11.537	44.604
11.552	43.749
11.567	43.52
11.582	43.42
11.598	42.08
11.613	42.279
11.628	41.376
11.643	40.669
11.658	42.328
11.674	42.38
11.689	41.655
11.704	42.218
11.719	42.249
11.734	41.977
11.75	42.009
11.765	40.491
11.78	39.173
11.795	38.899
11.81	38.852
11.826	37.717
11.841	37.508
11.856	36.727
11.871	36.387
11.886	35.138
11.902	33.441
11.917	32.409
11.932	31.955
11.947	31.93
11.962	33.079
11.978	33.515
11.993	33.521
12.008	33.65
12.023	34.112
12.038	32.833
12.054	32.232
12.069	31.751
12.084	30.988
12.099	30.012
12.114	29.639
12.13	29.401
12.145	29.037
12.16	28.856
12.175	28.894
12.19	29.052
12.206	28.811
12.221	28.869
12.236	28.267
12.251	29.055
12.266	28.95
12.282	29.846
12.297	31.354
12.312	31.244
12.327	32.243
12.342	31.592
12.358	32.764
12.373	34.306
12.388	35.959
12.403	40.925
12.418	45.449
12.434	45.242
12.449	43.435
12.464	38.26
12.479	35.038
12.494	31.914
12.51	30.408
12.525	29.174
12.54	27.842
12.555	25.86
12.57	24.306
12.586	23.554
12.601	22.462
12.616	21.715
12.631	21.404
12.646	21.809
12.662	21.421
12.677	21.496
12.692	21.75
12.707	21.575
12.722	21.793
12.738	21.571
12.753	21.659
12.768	21.843
12.783	22.125
12.798	23.051
12.814	23.572
12.829	23.65
12.844	23.752
12.859	23.656
12.874	23.364
12.89	23.034
12.905	23.122
12.92	22.777
12.935	22.912
12.95	22.257
12.966	22.015
12.981	21.942
12.996	21.685
13.011	21.723
13.026	21.88
13.042	21.703
13.057	22.01
13.072	21.82
13.087	21.518
13.102	21.583
13.118	21.962
13.133	21.502
13.148	20.874
13.163	20.829
13.178	20.812
13.194	20.761
13.209	20.692
13.224	20.519
13.239	20.182
13.254	20.198
13.27	20.641
13.285	20.447
13.3	20.49
13.315	20.325
13.33	20.743
13.346	20.726
13.361	20.911
13.376	20.474
13.391	20.632
13.406	20.649
13.422	20.7
13.437	20.529
13.452	20.515
13.467	20.412
13.482	20.521
13.498	20.67
13.513	20.96
13.528	20.871
13.543	20.773
13.558	20.833
13.574	20.893
13.589	21.113
13.604	21.096
13.619	21.237
13.634	21.279
13.65	21.234
13.665	21.377
13.68	21.441
13.695	21.233
13.71	21.177
13.726	21.254
13.741	21.104
13.756	21.056
13.771	21.239
13.786	21.54
13.802	21.713
13.817	21.943
13.832	22.052
13.847	22.295
13.862	22.43
13.878	22.676
13.893	22.585
13.908	22.446
13.923	22.387
13.938	22.241
13.954	22.263
13.969	22.32
13.984	22.42
13.999	22.356
14.014	22.179
14.03	21.859
14.045	21.779
14.06	22.055
14.075	22.172
14.09	22.043
14.106	22.124
14.121	22.205
14.136	22.019
14.151	21.75
14.166	21.774
14.182	21.929
14.197	21.685
14.212	21.329
14.227	21.263
14.242	21.543
14.258	22.3
14.273	22.663
14.288	22.762
14.303	23.078
14.318	22.899
14.334	22.641
14.349	23.073
14.364	24.214
14.379	26.861
14.394	31.769
14.41	40.391
14.425	51.658
14.44	60
14.455	63.541
14.47	65.02
14.486	64.285
14.501	62.493
14.516	64.255
14.531	65.241
14.546	59.177
14.562	48.032
14.577	37.665
14.592	31.322
14.607	27.282
14.622	24.629
14.638	22.721
14.653	21.756
14.668	21.502
14.683	20.991
14.698	20.511
14.714	20.118
14.729	19.947
14.744	19.695
14.759	19.481
14.774	19.391
14.79	19.278
14.805	19.081
14.82	18.986
14.835	18.727
14.85	18.599
14.866	18.625
14.881	18.622
14.896	18.833
14.911	19.021
14.926	19.317
14.942	19.706
14.957	19.772
14.972	19.923
14.987	20.358
15.002	20.696
15.018	20.982
15.033	21.146
15.048	21.415
15.063	21.644
15.078	21.456
15.094	21.444
15.109	21.308
15.124	21.254
15.139	21.316
15.154	21.302
15.17	21.603
15.185	21.881
15.2	21.97
15.215	22.338
15.23	22.351
15.246	21.809
15.261	21.655
15.276	21.692
15.291	21.681
15.306	21.278
15.322	20.333
15.337	18.184
15.352	16.704
15.367	18.058
15.382	19.265
15.398	19.846
15.413	20.039
15.428	20.661
15.443	20.973
15.458	21.069
15.474	20.528
15.489	20.264
15.504	20.022
15.519	19.683
15.534	19.565
15.55	19.395
15.565	20.563
15.58	23.317
15.595	27.619
15.61	36.261
15.626	48.526
15.641	62.363
15.656	71.27
15.671	73.918
15.686	82.449
15.702	93.486
15.717	96.177
15.732	98.458
15.747	102.01
15.762	102.58
15.778	102.28
15.793	103.92
15.808	102.58
15.823	102.31
15.838	102.12
15.854	97.746
15.869	91.769
15.884	82.815
15.899	67.293
15.914	52.51
15.93	35.377
15.945	28.396
15.96	24.52
15.975	19.968
15.99	18.552
16.006	19.446
16.021	19.198
16.036	18.572
16.051	18.769
16.066	18.893
16.082	18.264
16.097	18.294
16.112	18.61
16.127	18.712
16.142	18.777
16.158	18.508
16.173	18.181
16.188	17.762
16.203	16.781
16.218	15.69
16.234	14.665
16.249	15.409
16.264	17.166
16.279	16.946
16.294	16.82
16.31	16.93
16.325	17.027
16.34	16.996
16.355	16.691
16.37	16.669
16.386	16.793
16.401	16.95
16.416	17.147
16.431	18.191
16.446	18.529
16.462	19.199
16.477	18.991
16.492	18.396
16.507	18.061
16.522	18.141
16.538	17.871
16.553	17.698
16.568	18.004
16.583	17.781
16.598	17.745
16.614	17.443
16.629	17.388
16.644	17.326
16.659	17.423
16.674	17.317
16.69	17.418
16.705	17.274
16.72	17.485
16.735	17.744
16.75	17.636
16.766	17.776
16.781	17.824
16.796	17.737
16.811	17.487
16.826	17.885
16.842	17.628
16.857	18.485
16.872	18.443
16.887	18.591
16.902	18.766
16.918	19.362
16.933	18.715
16.948	19.127
16.963	19.173
16.978	18.726
16.994	19.226
17.009	18.989
17.024	18.565
17.039	18.966
17.054	18.882
17.07	18.418
17.085	19.105
17.1	19.001
17.115	18.785
17.13	18.285
17.146	18.659
17.161	18.629
17.176	18.601
17.191	18.634
17.206	18.469
17.222	18.453
17.237	18.547
17.252	18.452
17.267	18.567
17.282	18.944
17.298	19.262
17.313	20.169
17.328	20.836
17.343	21.79
17.358	21.74
17.374	21.4
17.389	21.92
17.404	21.602
17.419	21.689
17.434	21.256
17.45	21.25
17.465	21.22
17.48	21.465
17.495	21.284
17.51	20.813
17.526	20.907
17.541	20.618
17.556	20.31
17.571	20.281
17.586	20.53
17.602	20.213
17.617	20.085
17.632	20.08
17.647	19.851
17.662	20.086
17.678	19.655
17.693	19.611
17.708	20.062
17.723	20.589
17.738	21.106
17.754	21.962
17.769	22.16
17.784	22.588
17.799	21.961
17.814	21.634
17.83	21.371
17.845	21.138
17.86	21.138
17.875	20.637
17.89	20.39
17.906	20.379
17.921	20.171
17.936	20.276
17.951	19.857
17.966	19.953
17.982	20.167
17.997	20.467
18.012	20.624
18.027	20.969
18.042	21.036
18.058	21.543
18.073	21.601
18.088	21.723
18.103	22.466
18.118	22.796
18.134	22.795
18.149	22.208
18.164	21.896
18.179	22.239
18.194	22.326
18.21	22.099
18.225	22.205
18.24	22.527
18.255	22.903
18.27	23.002
18.286	23.439
18.301	23.528
18.316	23.497
18.331	23.858
18.346	23.681
18.362	23.605
18.377	23.542
18.392	23.514
18.407	23.428
18.422	23.41
18.438	23.483
18.453	23.214
18.468	23.312
18.483	23.868
18.498	26.016
18.514	30.026
18.529	32.688
18.544	36.559
18.559	35.241
18.574	31.09
18.59	27.772
18.605	25.379
18.62	23.341
18.635	22.299
18.65	21.943
18.666	21.781
18.681	21.486
18.696	21.395
18.711	21.128
18.726	20.461
18.742	20.089
18.757	20.213
18.772	20.346
18.787	21.058
18.802	22.054
18.818	23.593
18.833	23.405
18.848	22.79
18.863	22.583
18.878	22.05
18.894	21.266
18.909	21.153
18.924	22.369
18.939	25.4
18.954	30.633
18.97	37.084
18.985	42.823
19	49.508
19.015	51.26
19.03	49.006
19.046	47.266
19.061	42.121
19.076	37.664
19.091	35.043
19.106	32.967
19.122	31.223
19.137	30.96
19.152	30.624
19.167	30.347
19.182	30.049
19.198	30.224
19.213	30.257
19.228	30.074
19.243	30.024
19.258	30.373
19.274	30.325
19.289	30.562
19.304	30.63
19.319	30.494
19.334	30.542
19.35	30.491
19.365	30.42
19.38	29.475
19.395	29.006
19.41	29.564
19.426	29.228
19.441	27.997
19.456	27.484
19.471	27.093
19.486	25.859
19.502	24.569
19.517	23.68
19.532	23.074
19.547	23.43
19.562	23.71
19.578	23.402
19.593	23.972
19.608	24.762
19.623	25.013
19.638	25.064
19.654	25.177
19.669	25.149
19.684	25.337
19.699	25.518
19.714	25.536
19.73	25.179
19.745	24.462
19.76	23.852
19.775	23.34
19.79	22.265
19.806	20.915
19.821	20.531
19.836	21.02
19.851	21.603
19.866	22.66
19.882	22.289
19.897	21.181
19.912	21.769
19.927	22.262
19.942	22.23
19.958	18.668
19.973	16.057
19.988	16.747
20.003	16.981
20.018	16.722
20.034	16.78
20.049	17.182
20.064	17.31
20.079	18.071
20.094	18.462
20.11	18.496
20.125	19.437
20.14	19.968
20.155	20.237
20.17	20.504
20.186	20.449
20.201	20.107
20.216	19.739
20.231	19.741
20.246	19.83
20.262	20.32
20.277	21.405
20.292	22.427
20.307	22.939
20.322	22.873
20.338	22.783
20.353	22.417
20.368	21.969
20.383	21.553
20.398	21.003
20.414	20.906
20.429	20.833
20.444	20.884
20.459	21.257
20.474	21.578
20.49	21.661
20.505	21.983
20.52	22.436
20.535	23.123
20.55	24.056
20.566	24.708
20.581	25.376
20.596	26.474
20.611	27.123
20.626	26.462
20.642	25.637
20.657	25.117
20.672	24.728
20.687	24.44
20.702	24.488
20.718	24.492
20.733	25.04
20.748	25.676
20.763	25.875
20.778	26.568
20.794	26.466
20.809	26.867
20.824	27.972
20.839	27.935
20.854	28.328
20.87	29.114
20.885	30.248
20.9	30.797
20.915	30.723
20.93	29.476
20.946	27.447
20.961	25.443
20.976	23.969
20.991	23.286
21.006	22.597
21.022	22.268
21.037	22.326
21.052	22.695
21.067	23.054
21.082	23.128
21.098	23.346
21.113	23.573
21.128	23.677
21.143	23.809
21.158	24.103
21.174	24.223
21.189	24.351
21.204	24.905
21.219	25.699
21.234	26.823
21.25	28.402
21.265	29.669
21.28	29.836
21.295	29.869
21.31	29.858
21.326	29.842
21.341	29.352
21.356	29.293
21.371	28.452
21.386	27.658
21.402	26.889
21.417	25.837
21.432	25.275
21.447	24.674
21.462	23.963
21.478	23.334
21.493	22.947
21.508	22.992
21.523	23.097
21.538	23.077
21.554	23.095
21.569	23.005
21.584	23.346
21.599	23.579
21.614	23.807
21.63	23.995
21.645	23.997
21.66	23.876
21.675	23.648
21.69	23.563
21.706	23.27
21.721	23.27
21.736	23.06
21.751	22.999
21.766	23.182
21.782	23.536
21.797	23.776
21.812	23.9
21.827	24.12
21.842	24.402
21.858	24.497
21.873	25.152
21.888	25.64
21.903	26.144
21.918	26.801
21.934	27.223
21.949	27.388
21.964	27.272
21.979	27.304
21.994	27.043
22.01	25.372
22.025	24.173
22.04	23.575
22.055	22.894
22.07	22.792
22.086	22.407
22.101	22.159
22.116	22.103
22.131	21.912
22.146	21.155
22.162	20.925
22.177	20.344
22.192	20.222
22.207	20.171
22.222	19.883
22.238	20.056
22.253	20.601
22.268	20.669
22.283	21.609
22.298	21.893
22.314	22.696
22.329	23.336
22.344	23.489
22.359	23.902
22.374	24.23
22.39	23.832
22.405	23.773
22.42	24.125
22.435	23.679
22.45	23.59
22.466	23.496
22.481	23.338
22.496	23.478
22.511	23.5
22.526	23.14
22.542	22.823
22.557	22.869
22.572	23.03
22.587	23.066
22.602	23.379
22.618	23.291
22.633	23.389
22.648	23.289
22.663	23.352
22.678	23.036
22.694	22.858
22.709	22.598
22.724	22.554
22.739	22.262
22.754	22.416
22.77	22.344
22.785	21.998
22.8	22.237
22.815	22.03
22.83	21.7
22.846	21.382
22.861	21.406
22.876	21.193
22.891	21.812
22.906	22.229
22.922	21.362
22.937	20.923
22.952	20.987
22.967	20.668
22.982	20.909
22.998	20.874
23.013	21.023
23.028	21.14
23.043	20.771
23.058	21.303
23.074	21.449
23.089	21.383
23.104	21.638
23.119	22.23
23.134	22.189
23.15	22.02
23.165	21.86
23.18	21.49
23.195	21.728
23.21	21.809
23.226	21.849
23.241	21.593
23.256	21.501
23.271	21.549
23.286	21.285
23.302	21.124
23.317	20.808
23.332	21.598
23.347	21.456
23.362	20.937
23.378	21.016
23.393	20.972
23.408	21.229
23.423	21.765
23.438	21.466
23.454	20.787
23.469	21.034
23.484	21.164
23.499	20.982
23.514	20.867
23.53	20.832
23.545	21.101
23.56	20.774
23.575	20.871
23.59	21.149
23.606	20.728
23.621	21.39
23.636	20.888
23.651	20.648
23.666	20.383
23.682	21.196
23.697	20.971
23.712	20.722
23.727	20.727
23.742	20.568
23.758	20.38
23.773	20.906
23.788	20.773
23.803	20.279
23.818	20.353
23.834	20.246
23.849	20.688
23.864	20.574
23.879	20.795
23.894	20.804
23.91	20.991
23.925	20.751
23.94	20.892
23.955	21.11
23.97	20.011
23.986	20.292

