133.625	2.103803721	1.737964983
125.733	2.245907302	1.730599947
150.293	2.440765867	1.958214043
102.64	2.547775936	1.654761012
140.578	2.445401797	1.897459856
177.936	1.89674331	1.903178239
137.342	2.715493584	1.987548832
217.971	2.160789556	2.171855971
149.362	1.999017384	1.796192938
204.187	1.933148021	2.024213942
99.4368	2.033576536	1.503608647
136.342	1.972336625	1.717380815
130.92	2.176721975	1.742907182
129.081	2.046510772	1.6949062
140.662	2.36499538	1.867550436
190.014	1.739401441	1.903238018
99.4368	2.042587324	1.505282473
169.22	2.035633829	1.909619827
219.333	2.44270078	2.317764032
146.403	2.155773149	1.829175066
154.059	2.219194062	1.894994267
114.152	2.371381919	1.688821724
121.305	2.311049946	1.720810141
154.821	2.098771746	1.857139852
120.473	2.682322009	1.844814777
87.4979	1.861446587	1.398738235
123.685	2.632998557	1.850426048
131.555	2.094425705	1.72284845
168.873	2.054984382	1.914689977
145.376	2.032413248	1.784547993
99.2705	2.084619169	1.512190635
114.497	2.675662881	1.794571646
136.598	2.567255811	1.918874048
155.963	1.863635083	1.790807223
201.73	2.041629508	2.057019152
125.284	0.782193038	1.538917204
145.357	2.38938052	1.906641221
132.321	1.930234633	1.684097892
106.815	2.610503661	1.709038557
121.851	2.575783436	1.814700352
126.371	1.753281936	1.613180401
83.6774	1.7430368	1.363098281
158.972	1.988686908	1.843000646
147.419	2.375246491	1.914108783
166.092	1.737506717	1.803500769
158.972	1.988686908	1.843000646
135.436	2.146967893	1.761661177
139.751	2.68650757	1.99223191
145.15	2.386131399	1.90408047
106.772	1.725142773	1.5000492
123.053	1.751105043	1.594905429
146.319	1.834838265	1.735133309
146.319	1.834838265	1.735133309
165.048	1.876058994	1.837958725
184.555	1.698331992	1.869712135
178.83	2.21749184	2.026133518
153.037	1.906371142	1.788283613
156.664	2.233285544	1.91491737
164.464	2.676877346	2.155351803
152.807	2.838074223	2.158745115
167.718	2.245497862	1.980272696
202.216	1.735263469	1.947520741
176.289	2.206267138	2.00886929
124.019	2.542547838	1.81856421
140.147	2.357162717	1.861372306
128.77	2.411023404	1.805071409
111.397	2.306620148	1.650119312
190.014	1.917102537	1.961857012
168.256	1.999998697	1.892720435
116.014	2.443954178	1.725213328
211.919	1.888027773	2.035717975
124.551	2.101465241	1.681845595
97.8068	2.071789986	1.499654487
107.385	1.945028159	1.538891382
145.237	2.588167464	1.987427167
176.927	2.891095133	2.350648255
216.741	2.043499816	2.115444615
118.564	1.976682795	1.614481521
170.736	2.094478116	1.938087786
179.997	2.533252068	2.175753941
190.251	2.627183497	2.280269055
194.265	2.111622036	2.054273318
176.253	2.736031382	2.25931754
152.539	1.826166837	1.763893717
169.387	2.295650652	2.009611515
142.266	2.297546046	1.85319374
114.956	2.681212283	1.800364651
179.997	2.533252068	2.175753941
153.73	2.029489294	1.828761015
176.982	2.005960854	1.936141406
97.0618	2.098304463	1.499552034
136.55	2.675662881	1.964198548
130	2.350929945	1.792682789
176.927	2.891095133	2.350648255
184.575	2.620482727	2.245760155
216.741	2.00274042	2.098337291
100.953	2.099241982	1.526679813
154.208	1.976682795	1.814908704
104.961	2.392220199	1.626821552
117.068	2.357460293	1.70549451
115.89	2.679816589	1.807360109
124.206	2.904884795	1.969648059
131.607	2.245907302	1.768645106
114.391	2.15479207	1.630264481
130.833	2.361472849	1.801868853
121.783	2.002787889	1.640013072
128.593	2.034251343	1.688774898
156.304	2.000060797	1.832942654
146.371	2.190219608	1.840540524
153.155	2.795081572	2.139297775
177.296	2.762730316	2.2802195
153.682	2.483761265	1.997527928
130.062	2.548136262	1.864752665
106.772	1.734219583	1.501273267
200.322	3.001227318	2.56007881
132.193	2.288063571	1.786082855
137.621	1.686906056	1.658298354
134.29	1.880323592	1.68299162
137.257	1.915718974	1.707844605
117.179	0.782193038	1.511874769
110.782	1.659535907	1.513886329
107.874	1.88467644	1.531076781
183.542	1.988200315	1.959504358
146.416	2.385752801	1.911909673
135.371	2.377313538	1.837622769
139.928	2.139523323	1.78619628
144.313	2.102474869	1.800028554
146.292	2.081379717	1.804599906
200.376	1.890010565	1.993628563
192.24	2.06541164	2.026839902
178.548	2.06541164	1.965063
113.426	1.772377457	1.545031799
120.796	1.72665387	1.578410281
138	2.146806866	1.777016422
162.441	2.401824288	2.015402671
159.015	2.79534742	2.179935565
154.028	1.991854019	1.818606817
119.552	1.896942676	1.603310602
128.098	1.896942676	1.652469499
128.098	1.811006298	1.633883916
128.227	2.323685147	1.771714246
134.21	2.245497862	1.78504988
194.054	2.084912145	2.04247297
202.216	2.084912145	2.076751964
105	1.993274828	1.532766791
186.635	1.753281936	1.894216209
120.249	2.115893293	1.658488812
141.653	1.888520391	1.724586201
127.671	1.996306735	1.673640373
127.625	2.434151973	1.805272416
135.498	1.868823643	1.686825399
107.972	2.266354016	1.614747954
117.142	2.1029651	1.63528023
136.003	2.129390164	1.759756799
98.072	1.951405524	1.480296557
213.168	2.090063971	2.122142053
167.174	2.601371088	2.134866401
133.587	2.729016488	1.965495446
134.535	2.024087313	1.720951392
176.627	2.024087313	1.94095366
122.916	2.679816589	1.862973624
150.773	2.432334212	1.957768354
157.859	1.95104449	1.825704361
181.517	1.691331736	1.855678749
154.208	1.822954852	1.771185087
168.207	2.162976403	1.95078314
145.786	2.681866894	2.033075816
140.32	2.015736874	1.751576684
155.963	1.948100827	1.815257049
151.899	1.895382209	1.779443415
96.1093	1.401863886	1.415314325
142.857	2.04030559	1.77289616
212.537	1.687423719	1.967658206
204.288	2.282724048	2.173400622
121.305	2.423602996	1.756954612
163.523	2.829692212	2.228561691
167.891	2.67205073	2.174441985
105.355	2.680533122	1.721011823
226.209	3.053051539	2.731095727
178.837	2.57331148	2.189329532
140.308	2.346642408	1.858562649
213.732	2.295452739	2.219178319
187.949	1.856492652	1.932503537
176.803	1.917509186	1.904985931
103.947	1.824291186	1.497450233
183.542	1.988200315	1.959504358
144.946	2.179729838	1.828681461
180.99	1.946525951	1.933462335
161.808	1.946525951	1.843920917
